date,open,high,low,close,adj_close,volume
2000-01-03 00:00:00-05:00,22.791667938232422,23.0,21.833332061767578,22.270832061767578,14.307388305664062,25109700
2000-01-04 00:00:00-05:00,21.833332061767578,21.9375,21.395832061767578,21.4375,13.772031784057617,20235300
2000-01-05 00:00:00-05:00,21.291667938232422,21.458332061767578,20.729167938232422,21.0,13.490974426269531,21056100
2000-01-06 00:00:00-05:00,21.0,21.520832061767578,20.895832061767578,21.229167938232422,13.638195991516113,19633500
2000-01-07 00:00:00-05:00,21.5,22.979167938232422,21.5,22.833332061767578,14.668745994567871,23930700
2000-01-10 00:00:00-05:00,22.416667938232422,22.5,21.875,22.416667938232422,14.401082038879395,20142900
2000-01-11 00:00:00-05:00,22.354167938232422,22.583332061767578,21.875,22.083332061767578,14.186930656433105,14829900
2000-01-12 00:00:00-05:00,22.0625,22.25,21.6875,21.6875,13.932639122009277,12255000
2000-01-13 00:00:00-05:00,22.0,22.041667938232422,21.666667938232422,21.708332061767578,13.946026802062988,15063000
2000-01-14 00:00:00-05:00,21.333332061767578,21.979167938232422,21.333332061767578,21.5,13.812189102172852,18936600
2000-01-18 00:00:00-05:00,21.0625,22.145832061767578,21.020832061767578,21.854167938232422,14.039713859558105,19326600
2000-01-19 00:00:00-05:00,21.75,21.9375,21.333332061767578,21.354167938232422,13.718505859375,14459700
2000-01-20 00:00:00-05:00,21.479167938232422,21.5,20.833332061767578,21.125,13.57127857208252,17214300
2000-01-21 00:00:00-05:00,21.3125,21.3125,20.6875,20.8125,13.370512962341309,20857500
2000-01-24 00:00:00-05:00,21.145832061767578,21.145832061767578,19.166667938232422,19.791667938232422,12.714709281921387,23399700
2000-01-25 00:00:00-05:00,19.9375,20.395832061767578,19.833332061767578,20.375,13.08945083618164,19211400
2000-01-26 00:00:00-05:00,20.375,20.6875,20.0,20.645832061767578,13.263443946838379,13615200
2000-01-27 00:00:00-05:00,20.4375,20.5,19.291667938232422,19.708332061767578,12.66116714477539,21969900
2000-01-28 00:00:00-05:00,19.625,19.625,17.833332061767578,18.375,11.804601669311523,42088200
2000-01-31 00:00:00-05:00,18.1875,18.5,18.041667938232422,18.25,11.724298477172852,23918100
2000-02-01 00:00:00-05:00,18.333332061767578,19.833332061767578,18.3125,19.5625,12.567479133605957,25077000
2000-02-02 00:00:00-05:00,19.625,20.041667938232422,19.3125,19.458332061767578,12.50056266784668,18103800
2000-02-03 00:00:00-05:00,19.458332061767578,19.604167938232422,18.75,19.458332061767578,12.50056266784668,20997000
2000-02-04 00:00:00-05:00,19.3125,19.3125,18.666667938232422,18.770832061767578,12.058895111083984,19649100
2000-02-07 00:00:00-05:00,18.875,18.875,18.208332061767578,18.583332061767578,11.938436508178711,18131100
2000-02-08 00:00:00-05:00,19.104167938232422,19.895832061767578,18.958332061767578,19.833332061767578,12.741472244262695,25728300
2000-02-09 00:00:00-05:00,20.0,20.041667938232422,19.104167938232422,19.270832061767578,12.38011360168457,24649800
2000-02-10 00:00:00-05:00,19.208332061767578,19.458332061767578,18.9375,19.0,12.2061185836792,13774800
2000-02-11 00:00:00-05:00,19.145832061767578,19.166667938232422,18.541667938232422,18.6875,12.00535774230957,14450100
2000-02-14 00:00:00-05:00,18.895832061767578,19.625,18.833332061767578,19.625,12.607630729675293,17410800
2000-02-15 00:00:00-05:00,18.979167938232422,19.333332061767578,18.333332061767578,19.333332061767578,12.420263290405273,29136300
2000-02-16 00:00:00-05:00,18.833332061767578,18.833332061767578,17.5625,17.583332061767578,11.296012878417969,40757400
2000-02-17 00:00:00-05:00,17.645832061767578,17.833332061767578,16.0,16.125,10.359137535095215,74300100
2000-02-18 00:00:00-05:00,16.166667938232422,16.5,15.75,15.916666984558105,10.225302696228027,58183200
2000-02-22 00:00:00-05:00,16.416667938232422,16.4375,15.583333015441895,16.041667938232422,10.305602073669434,37027800
2000-02-23 00:00:00-05:00,16.145832061767578,16.166667938232422,15.583333015441895,15.666666984558105,10.06469440460205,38623200
2000-02-24 00:00:00-05:00,15.666666984558105,15.958333015441895,14.479166984558105,15.958333015441895,10.252070426940918,58295700
2000-02-25 00:00:00-05:00,14.770833015441895,15.104166984558105,14.541666984558105,14.833333015441895,9.529338836669922,50725500
2000-02-28 00:00:00-05:00,14.854166984558105,15.645833015441895,14.854166984558105,15.395833015441895,9.890704154968262,53508300
2000-02-29 00:00:00-05:00,15.979166984558105,16.583332061767578,15.979166984558105,16.25,10.439445495605469,51591600
2000-03-01 00:00:00-05:00,16.625,16.666667938232422,15.833333015441895,16.333332061767578,10.492980003356934,30497400
2000-03-02 00:00:00-05:00,17.583332061767578,17.625,16.8125,16.854167938232422,10.82757568359375,46628100
2000-03-03 00:00:00-05:00,17.375,17.770832061767578,17.166667938232422,17.541667938232422,11.269244194030762,32372400
2000-03-06 00:00:00-05:00,17.541667938232422,17.5625,16.208332061767578,16.833332061767578,10.814191818237305,31480800
2000-03-07 00:00:00-05:00,16.541667938232422,16.541667938232422,15.708333015441895,15.854166984558105,10.185150146484375,29174100
2000-03-08 00:00:00-05:00,15.770833015441895,16.4375,15.208333015441895,16.104167938232422,10.345757484436035,30056100
